50
1,2,20
1,3,10
1,4,42
1,5,39
1,6,17
1,7,15
1,8,50
1,9,9
1,10,38
1,11,15
1,12,46
1,13,17
1,14,26
1,15,22
1,16,38
1,17,44
1,18,49
1,19,31
1,20,16
1,21,6
1,22,13
1,23,15
1,24,17
1,25,50
1,26,36
1,27,48
1,28,3
1,29,32
1,30,36
1,31,1
1,32,36
1,33,28
1,34,8
1,35,39
1,36,37
1,37,28
1,38,32
1,39,49
1,40,32
1,41,33
1,42,36
1,43,38
1,44,48
1,45,27
1,46,10
1,47,1
1,48,14
1,49,1
1,50,45
2,3,45
2,4,24
2,5,46
2,6,15
2,7,41
2,8,13
2,9,38
2,10,7
2,11,37
2,12,17
2,13,6
2,14,4
2,15,50
2,16,6
2,17,11
2,18,4
2,19,27
2,20,36
2,21,25
2,22,8
2,23,19
2,24,18
2,25,8
2,26,1
2,27,1
2,28,37
2,29,14
2,30,48
2,31,34
2,32,19
2,33,4
2,34,28
2,35,39
2,36,36
2,37,26
2,38,38
2,39,11
2,40,29
2,41,24
2,42,28
2,43,46
2,44,29
2,45,22
2,46,45
2,47,13
2,48,34
2,49,48
2,50,16
3,4,33
3,5,33
3,6,43
3,7,31
3,8,14
3,9,47
3,10,27
3,11,12
3,12,25
3,13,43
3,14,20
3,15,33
3,16,4
3,17,2
3,18,21
3,19,3
3,20,41
3,21,21
3,22,18
3,23,25
3,24,19
3,25,25
3,26,1
3,27,29
3,28,34
3,29,44
3,30,1
3,31,21
3,32,33
3,33,47
3,34,46
3,35,32
3,36,45
3,37,9
3,38,7
3,39,35
3,40,7
3,41,37
3,42,5
3,43,6
3,44,34
3,45,41
3,46,2
3,47,23
3,48,37
3,49,1
3,50,12
4,5,32
4,6,5
4,7,26
4,8,29
4,9,17
4,10,19
4,11,33
4,12,8
4,13,11
4,14,10
4,15,29
4,16,14
4,17,46
4,18,7
4,19,9
4,20,7
4,21,27
4,22,43
4,23,17
4,24,21
4,25,6
4,26,12
4,27,29
4,28,17
4,29,16
4,30,15
4,31,24
4,32,43
4,33,48
4,34,38
4,35,18
4,36,18
4,37,1
4,38,24
4,39,18
4,40,19
4,41,30
4,42,5
4,43,28
4,44,10
4,45,5
4,46,2
4,47,35
4,48,2
4,49,2
4,50,20
5,6,27
5,7,28
5,8,11
5,9,22
5,10,47
5,11,46
5,12,29
5,13,27
5,14,37
5,15,5
5,16,4
5,17,46
5,18,11
5,19,4
5,20,46
5,21,15
5,22,42
5,23,13
5,24,26
5,25,26
5,26,25
5,27,31
5,28,14
5,29,13
5,30,11
5,31,23
5,32,6
5,33,9
5,34,24
5,35,25
5,36,14
5,37,24
5,38,6
5,39,5
5,40,41
5,41,16
5,42,27
5,43,49
5,44,15
5,45,7
5,46,40
5,47,11
5,48,28
5,49,15
5,50,21
6,7,29
6,8,49
6,9,37
6,10,43
6,11,11
6,12,50
6,13,16
6,14,36
6,15,22
6,16,19
6,17,32
6,18,8
6,19,21
6,20,33
6,21,25
6,22,43
6,23,47
6,24,43
6,25,24
6,26,49
6,27,21
6,28,25
6,29,4
6,30,18
6,31,29
6,32,13
6,33,40
6,34,33
6,35,39
6,36,48
6,37,50
6,38,36
6,39,10
6,40,3
6,41,23
6,42,33
6,43,31
6,44,14
6,45,36
6,46,46
6,47,8
6,48,15
6,49,21
6,50,28
7,8,45
7,9,13
7,10,28
7,11,47
7,12,16
7,13,14
7,14,36
7,15,36
7,16,39
7,17,30
7,18,10
7,19,46
7,20,43
7,21,42
7,22,33
7,23,6
7,24,24
7,25,9
7,26,38
7,27,24
7,28,36
7,29,49
7,30,38
7,31,8
7,32,41
7,33,10
7,34,29
7,35,32
7,36,9
7,37,16
7,38,42
7,39,21
7,40,9
7,41,47
7,42,34
7,43,41
7,44,42
7,45,22
7,46,12
7,47,34
7,48,23
7,49,8
7,50,39
8,9,45
8,10,15
8,11,13
8,12,43
8,13,41
8,14,39
8,15,13
8,16,42
8,17,1
8,18,9
8,19,12
8,20,11
8,21,14
8,22,2
8,23,3
8,24,23
8,25,13
8,26,10
8,27,35
8,28,22
8,29,18
8,30,50
8,31,16
8,32,42
8,33,27
8,34,1
8,35,47
8,36,38
8,37,5
8,38,31
8,39,34
8,40,24
8,41,30
8,42,39
8,43,50
8,44,19
8,45,40
8,46,45
8,47,35
8,48,18
8,49,26
8,50,38
9,10,11
9,11,12
9,12,14
9,13,18
9,14,36
9,15,33
9,16,1
9,17,1
9,18,42
9,19,28
9,20,46
9,21,3
9,22,37
9,23,34
9,24,29
9,25,34
9,26,34
9,27,25
9,28,31
9,29,32
9,30,10
9,31,46
9,32,24
9,33,21
9,34,31
9,35,22
9,36,7
9,37,21
9,38,33
9,39,6
9,40,45
9,41,8
9,42,32
9,43,44
9,44,16
9,45,39
9,46,21
9,47,40
9,48,22
9,49,38
9,50,40
10,11,29
10,12,34
10,13,39
10,14,49
10,15,39
10,16,38
10,17,19
10,18,39
10,19,15
10,20,32
10,21,24
10,22,20
10,23,31
10,24,48
10,25,3
10,26,30
10,27,6
10,28,20
10,29,47
10,30,14
10,31,31
10,32,49
10,33,40
10,34,39
10,35,47
10,36,15
10,37,49
10,38,22
10,39,17
10,40,42
10,41,7
10,42,24
10,43,5
10,44,23
10,45,40
10,46,48
10,47,27
10,48,8
10,49,20
10,50,7
11,12,25
11,13,24
11,14,1
11,15,12
11,16,40
11,17,48
11,18,18
11,19,5
11,20,6
11,21,15
11,22,40
11,23,39
11,24,48
11,25,30
11,26,21
11,27,14
11,28,49
11,29,23
11,30,1
11,31,29
11,32,39
11,33,16
11,34,7
11,35,50
11,36,25
11,37,10
11,38,26
11,39,35
11,40,9
11,41,41
11,42,40
11,43,23
11,44,44
11,45,9
11,46,43
11,47,37
11,48,48
11,49,43
11,50,2
12,13,12
12,14,45
12,15,22
12,16,49
12,17,23
12,18,14
12,19,26
12,20,14
12,21,44
12,22,2
12,23,10
12,24,26
12,25,9
12,26,49
12,27,44
12,28,5
12,29,50
12,30,21
12,31,14
12,32,6
12,33,2
12,34,8
12,35,1
12,36,10
12,37,14
12,38,14
12,39,38
12,40,32
12,41,43
12,42,1
12,43,36
12,44,39
12,45,2
12,46,44
12,47,45
12,48,34
12,49,21
12,50,50
13,14,39
13,15,28
13,16,40
13,17,31
13,18,15
13,19,26
13,20,14
13,21,39
13,22,21
13,23,11
13,24,15
13,25,31
13,26,44
13,27,12
13,28,9
13,29,46
13,30,46
13,31,5
13,32,18
13,33,24
13,34,1
13,35,6
13,36,7
13,37,32
13,38,14
13,39,5
13,40,1
13,41,16
13,42,17
13,43,27
13,44,33
13,45,32
13,46,46
13,47,45
13,48,35
13,49,26
13,50,29
14,15,45
14,16,26
14,17,1
14,18,28
14,19,35
14,20,42
14,21,44
14,22,41
14,23,50
14,24,25
14,25,27
14,26,20
14,27,3
14,28,38
14,29,44
14,30,40
14,31,5
14,32,47
14,33,15
14,34,3
14,35,27
14,36,32
14,37,32
14,38,18
14,39,24
14,40,2
14,41,21
14,42,4
14,43,23
14,44,41
14,45,4
14,46,29
14,47,45
14,48,9
14,49,29
14,50,36
15,16,25
15,17,32
15,18,2
15,19,8
15,20,49
15,21,26
15,22,49
15,23,42
15,24,36
15,25,3
15,26,28
15,27,25
15,28,16
15,29,26
15,30,49
15,31,26
15,32,50
15,33,14
15,34,18
15,35,14
15,36,25
15,37,32
15,38,30
15,39,34
15,40,13
15,41,27
15,42,49
15,43,8
15,44,43
15,45,41
15,46,25
15,47,48
15,48,5
15,49,30
15,50,41
16,17,44
16,18,27
16,19,50
16,20,37
16,21,45
16,22,30
16,23,40
16,24,24
16,25,12
16,26,24
16,27,34
16,28,46
16,29,33
16,30,13
16,31,31
16,32,20
16,33,15
16,34,15
16,35,12
16,36,13
16,37,13
16,38,29
16,39,40
16,40,5
16,41,33
16,42,18
16,43,9
16,44,24
16,45,9
16,46,42
16,47,6
16,48,24
16,49,17
16,50,21
17,18,41
17,19,13
17,20,22
17,21,40
17,22,28
17,23,44
17,24,31
17,25,13
17,26,16
17,27,27
17,28,23
17,29,24
17,30,8
17,31,44
17,32,7
17,33,40
17,34,44
17,35,10
17,36,42
17,37,47
17,38,25
17,39,3
17,40,30
17,41,11
17,42,36
17,43,15
